,media_name_normalized,count,median_char_len,median_word_count,date_min,date_max,date_span_days,percentage,percentage_cum_sum
30,diarioamanecer.com.mx/,496,2600.0,418.5,2024-02-26 12:00:00.000,2026-05-11 17:46:06.000,805,0.3727081454764052,82.15434325217912
271,www.heraldo.mx/,491,2381.0,395.0,2022-12-07 20:02:00.000,2024-12-28 17:04:52.000,751,0.3689510069131349,82.52329425909225
254,www.elsoldechilpancingo.mx,489,2650.0,431.0,2015-10-12 00:00:00.000,2024-11-27 00:00:00.000,3334,0.3674481514878269,82.89074241058007
131,miled.com/estados,486,3534.5,569.0,2021-10-13 22:21:57.000,2026-05-11 20:14:00.000,1670,0.3651938683498647,83.25593627892994
62,elpopular.mx,473,2561.0,417.0,2023-07-07 00:00:00.000,2026-05-12 00:00:00.000,1040,0.35542530808536216,83.6113615870153
313,www.sdpnoticias.com/motor,467,2407.0,404.0,2023-05-27 04:10:29.406,2026-05-12 07:08:28.566,1081,0.35091674180943794,83.96227832882474
159,notimundo.com.mx,455,2425.0,381.0,2023-06-22 13:47:50.000,2024-11-26 00:54:14.000,522,0.3418996092575894,84.30417793808233
323,xeu.mx/viral,450,2578.5,424.5,2024-12-13 23:58:09.000,2026-05-12 07:59:42.000,514,0.3381424706943192,84.64232040877665
144,newsreportmx.com/category/cdmx,450,3535.5,562.5,2020-06-12 00:00:00.000,2026-05-07 00:00:00.000,2155,0.3381424706943192,84.98046287947098
292,www.liberal.com.mx,438,2474.5,397.0,2021-10-17 21:20:55.000,2024-11-28 05:44:16.000,1137,0.3291253381424707,85.30958821761345
17,aguasdigital.com,428,2301.5,387.5,2017-08-22 19:35:54.000,2024-12-28 00:00:00.000,2684,0.3216110610159303,85.63119927862938
113,juarezhoy.com.mx,420,2760.0,446.0,2023-04-12 01:07:08.000,2024-12-30 00:23:00.000,627,0.3155996393146979,85.94679891794408
246,www.elfinanciero.com.mx/,397,3704.0,599.0,2020-01-12 23:16:27.000,2026-05-12 00:00:00.000,2311,0.29831680192365495,86.24511571986774
245,www.eleconomista.com.mx/tecnologia,393,4017.0,637.0,2025-03-13 20:13:10.000,2026-06-10 00:00:00.000,453,0.29531109107303877,86.54042681094077
