,media_name_normalized,count,median_char_len,median_word_count,date_min,date_max,date_span_days,percentage,percentage_cum_sum
137,opinionsur.cl/feed/,20,3661.0,611.0,2024-10-30 00:00:00.000,2024-12-28 00:00:00.000,59,0.014286122460641733,99.39783993828408
270,www.elinformador.cl/,20,17629.5,2739.0,2025-12-22 00:00:00.000,2026-05-11 00:00:00.000,140,0.014286122460641733,99.41212606074473
265,www.elcoquimbano.cl/category/tendencias,19,3747.0,583.0,2024-12-19 00:00:00.000,2026-05-18 00:00:00.000,515,0.013571816337609646,99.42569787708233
153,radio.uchile.cl/cartas-al-director,18,3309.5,552.0,2024-02-27 00:00:00.000,2025-11-12 00:00:00.000,624,0.012857510214577558,99.4385553872969
64,elinformador.cl/contacto,18,3457.5,537.5,2024-12-13 15:21:09.000,2026-05-13 18:15:08.000,516,0.012857510214577558,99.45141289751147
239,www.diariodeosorno.cl/enlace,18,2620.0,414.5,2023-07-10 00:00:00.000,2026-05-19 13:15:01.000,1044,0.012857510214577558,99.46427040772605
204,www.atacamaenlinea.cl/category/salud,17,3614.0,569.0,2026-04-22 00:00:00.000,2026-05-20 00:00:00.000,28,0.012143204091545472,99.47641361181759
294,www.elrancaguino.cl/legales,17,2525.0,418.0,2026-05-03 00:00:00.000,2026-05-19 00:00:00.000,16,0.012143204091545472,99.48855681590913
163,sabes.cl/,17,3047.0,474.0,2026-04-22 00:00:00.000,2026-05-18 00:00:00.000,26,0.012143204091545472,99.50070002000068
183,www.adnradio.cl/pele,17,2025.0,346.0,2023-07-14 00:00:00.000,2023-11-21 00:00:00.000,130,0.012143204091545472,99.51284322409222
27,diariocauquenes.cl/ediciones,16,2548.0,387.0,2024-12-20 16:37:11.000,2026-05-11 07:00:43.000,506,0.011428897968513386,99.52427212206074
218,www.chillanonline.cl/V7,16,3255.0,498.5,2024-12-14 00:00:00.000,2026-05-19 00:00:00.000,521,0.011428897968513386,99.53570102002925
54,elcomunicador.cl/,16,2861.0,441.5,2025-06-18 10:18:25.000,2026-05-20 11:21:53.000,336,0.011428897968513386,99.54712991799776
83,elsoldeiquique.cl/opinion,16,3452.5,567.5,2024-12-19 00:16:00.000,2026-05-21 12:35:59.000,518,0.011428897968513386,99.55855881596628
127,lasnoticiasdemalleco.cl/category/sucesos,15,2359.0,399.0,2024-11-15 20:49:44.000,2024-12-28 06:31:30.000,42,0.0107145918454813,99.56927340781176
81,elsoldeiquique.cl/comments/feed/,15,2954.0,476.0,2021-10-01 18:01:15.000,2026-05-14 22:04:00.000,1686,0.0107145918454813,99.57998799965725
246,www.diarioestrategia.cl,15,3726.0,559.0,2024-11-11 03:33:18.000,2024-12-26 11:14:28.000,45,0.0107145918454813,99.59070259150273
99,horadenoticias.cl/humor,15,2626.0,391.0,2023-09-04 18:21:32.000,2026-05-13 13:00:51.000,981,0.0107145918454813,99.60141718334822
330,www.latribunadecolchagua.cl/,14,2691.5,423.5,2023-07-13 00:00:00.000,2026-05-13 00:00:00.000,1035,0.010000285722449213,99.61141746907067
314,www.laizquierdadiario.cl/Pueblo-Mapuche,14,6824.5,1125.0,2023-10-04 07:45:57.000,2025-10-08 07:53:04.000,735,0.010000285722449213,99.62141775479313
220,www.cienciaenchile.cl/category/noticias/,14,6804.5,1015.5,2024-12-16 13:06:22.000,2026-05-13 21:28:22.000,513,0.010000285722449213,99.63141804051558
142,periodicolosrios.cl/,14,2937.5,463.0,2022-02-09 14:30:00.000,2026-05-05 12:18:37.000,1545,0.010000285722449213,99.64141832623804
202,www.atacamaenlinea.cl/category/mujer,14,4580.0,712.5,2025-07-21 23:19:56.000,2026-04-30 15:42:44.000,282,0.010000285722449213,99.6514186119605
13,centroinnovacion.cl/category/ecousach,13,4182.0,620.0,2025-05-22 00:00:00.000,2026-04-29 00:00:00.000,342,0.009285979599417127,99.6607045915599
251,www.diariomafil.cl/,13,2977.0,462.0,2023-08-06 00:00:00.000,2026-05-11 15:00:01.000,1009,0.009285979599417127,99.66999057115932
345,www.noticiasdellago.cl/category/comunas,13,2477.0,404.0,2024-12-14 01:16:24.000,2024-12-28 20:37:03.000,14,0.009285979599417127,99.67927655075873
198,www.atacamaenlinea.cl,12,3799.0,567.0,2024-11-03 20:35:12.000,2026-04-28 12:54:15.000,540,0.00857167347638504,99.68784822423511
165,sabes.cl/category/musica,12,2719.0,447.5,2026-02-24 00:00:00.000,2026-05-08 00:00:00.000,73,0.00857167347638504,99.6964198977115
18,correodellago.cl/aviso-legal,12,3651.5,580.5,2024-12-13 00:00:00.000,2025-06-24 00:00:00.000,193,0.00857167347638504,99.70499157118788
211,www.atentos.cl/category/sin-categoria,11,2936.0,471.0,2026-04-19 23:11:41.000,2026-05-18 15:03:01.000,28,0.007857367353352953,99.71284893854123
